,labels,1,2,3
5427,1,1,0,0
5428,0,0,0,0
5429,0,0,0,0
5430,0,0,0,0
5431,0,0,0,0
5432,1,1,0,0
5433,1,1,0,0
5434,0,0,0,0
5435,0,0,0,0
5436,0,0,0,0
5437,0,0,0,0
5438,1,1,0,0
5439,2,0,1,0
5440,1,1,0,0
5441,0,0,0,0
5442,1,1,0,0
5443,3,0,0,1
5444,3,0,0,1
5445,0,0,0,0
5446,0,0,0,0
5447,0,0,0,0
5448,0,0,0,0
5449,1,1,0,0
5450,0,0,0,0
5451,0,0,0,0
5452,0,0,0,0
5453,1,1,0,0
5454,1,1,0,0
5455,0,0,0,0
5456,3,0,0,1
5457,1,1,0,0
5458,3,0,0,1
5459,1,1,0,0
5460,0,0,0,0
5461,3,0,0,1
5462,1,1,0,0
5463,0,0,0,0
5464,0,0,0,0
5465,1,1,0,0
5466,3,0,0,1
5467,0,0,0,0
5468,3,0,0,1
5469,0,0,0,0
5470,0,0,0,0
5471,1,1,0,0
5472,3,0,0,1
5473,0,0,0,0
5474,0,0,0,0
5475,3,0,0,1
5476,0,0,0,0
5477,1,1,0,0
5478,3,0,0,1
5479,3,0,0,1
5480,1,1,0,0
5481,1,1,0,0
5482,0,0,0,0
5483,3,0,0,1
5484,2,0,1,0
5485,3,0,0,1
5486,1,1,0,0
5487,3,0,0,1
5488,2,0,1,0
5489,1,1,0,0
5490,0,0,0,0
5491,3,0,0,1
5492,3,0,0,1
5493,3,0,0,1
5494,1,1,0,0
5495,3,0,0,1
5496,0,0,0,0
5497,0,0,0,0
5498,0,0,0,0
5499,0,0,0,0
5500,0,0,0,0
5501,3,0,0,1
5502,0,0,0,0
5503,1,1,0,0
5504,0,0,0,0
5505,0,0,0,0
5506,1,1,0,0
5507,0,0,0,0
5508,1,1,0,0
5509,0,0,0,0
5510,1,1,0,0
5511,3,0,0,1
5512,3,0,0,1
5513,3,0,0,1
5514,3,0,0,1
5515,0,0,0,0
5516,0,0,0,0
5517,0,0,0,0
5518,1,1,0,0
5519,0,0,0,0
5520,0,0,0,0
5521,3,0,0,1
5522,1,1,0,0
5523,3,0,0,1
5524,0,0,0,0
5525,1,1,0,0
5526,0,0,0,0
5527,1,1,0,0
5528,1,1,0,0
5529,0,0,0,0
5530,3,0,0,1
5531,0,0,0,0
5532,1,1,0,0
5533,0,0,0,0
5534,0,0,0,0
5535,0,0,0,0
5536,0,0,0,0
5537,0,0,0,0
5538,0,0,0,0
5539,0,0,0,0
5540,1,1,0,0
5541,0,0,0,0
5542,3,0,0,1
5543,3,0,0,1
5544,1,1,0,0
5545,0,0,0,0
5546,1,1,0,0
5547,0,0,0,0
5548,1,1,0,0
5549,0,0,0,0
5550,3,0,0,1
5551,1,1,0,0
5552,1,1,0,0
5553,1,1,0,0
5554,1,1,0,0
5555,0,0,0,0
5556,0,0,0,0
5557,0,0,0,0
5558,3,0,0,1
5559,1,1,0,0
5560,1,1,0,0
5561,1,1,0,0
5562,3,0,0,1
5563,3,0,0,1
5564,3,0,0,1
5565,0,0,0,0
5566,0,0,0,0
5567,0,0,0,0
5568,0,0,0,0
5569,0,0,0,0
5570,3,0,0,1
5571,0,0,0,0
5572,0,0,0,0
5573,0,0,0,0
5574,3,0,0,1
5575,3,0,0,1
5576,3,0,0,1
5577,3,0,0,1
5578,0,0,0,0
5579,0,0,0,0
5580,1,1,0,0
5581,0,0,0,0
5582,3,0,0,1
5583,0,0,0,0
5584,1,1,0,0
5585,0,0,0,0
5586,0,0,0,0
5587,0,0,0,0
5588,0,0,0,0
5589,2,0,1,0
5590,2,0,1,0
5591,3,0,0,1
5592,0,0,0,0
5593,0,0,0,0
5594,0,0,0,0
5595,1,1,0,0
5596,3,0,0,1
5597,0,0,0,0
5598,3,0,0,1
5599,3,0,0,1
5600,2,0,1,0
5601,0,0,0,0
5602,3,0,0,1
5603,3,0,0,1
5604,0,0,0,0
5605,3,0,0,1
5606,0,0,0,0
5607,1,1,0,0
5608,1,1,0,0
5609,1,1,0,0
5610,0,0,0,0
5611,0,0,0,0
5612,1,1,0,0
5613,3,0,0,1
5614,2,0,1,0
5615,0,0,0,0
5616,0,0,0,0
5617,0,0,0,0
5618,0,0,0,0
5619,0,0,0,0
5620,0,0,0,0
5621,3,0,0,1
5622,0,0,0,0
5623,0,0,0,0
5624,1,1,0,0
5625,3,0,0,1
5626,3,0,0,1
5627,0,0,0,0
5628,0,0,0,0
5629,0,0,0,0
5630,0,0,0,0
5631,1,1,0,0
5632,3,0,0,1
5633,1,1,0,0
5634,1,1,0,0
5635,0,0,0,0
5636,0,0,0,0
5637,1,1,0,0
5638,0,0,0,0
5639,3,0,0,1
5640,0,0,0,0
5641,3,0,0,1
5642,0,0,0,0
5643,3,0,0,1
5644,1,1,0,0
5645,0,0,0,0
5646,0,0,0,0
5647,0,0,0,0
5648,3,0,0,1
5649,0,0,0,0
5650,1,1,0,0
5651,1,1,0,0
5652,3,0,0,1
5653,0,0,0,0
5654,3,0,0,1
5655,0,0,0,0
5656,1,1,0,0
5657,1,1,0,0
5658,2,0,1,0
5659,1,1,0,0
5660,1,1,0,0
5661,0,0,0,0
5662,2,0,1,0
5663,3,0,0,1
5664,0,0,0,0
5665,1,1,0,0
5666,1,1,0,0
5667,1,1,0,0
5668,3,0,0,1
5669,2,0,1,0
5670,0,0,0,0
5671,0,0,0,0
5672,3,0,0,1
5673,1,1,0,0
5674,3,0,0,1
5675,2,0,1,0
5676,1,1,0,0
5677,0,0,0,0
5678,1,1,0,0
5679,0,0,0,0
5680,2,0,1,0
5681,1,1,0,0
5682,3,0,0,1
5683,1,1,0,0
5684,1,1,0,0
5685,1,1,0,0
5686,3,0,0,1
5687,0,0,0,0
5688,3,0,0,1
5689,0,0,0,0
5690,0,0,0,0
5691,3,0,0,1
5692,3,0,0,1
5693,0,0,0,0
5694,1,1,0,0
5695,1,1,0,0
5696,1,1,0,0
5697,1,1,0,0
5698,1,1,0,0
5699,2,0,1,0
5700,3,0,0,1
5701,3,0,0,1
5702,2,0,1,0
5703,0,0,0,0
5704,3,0,0,1
5705,1,1,0,0
5706,1,1,0,0
5707,0,0,0,0
5708,3,0,0,1
5709,3,0,0,1
5710,3,0,0,1
5711,3,0,0,1
5712,1,1,0,0
5713,3,0,0,1
5714,0,0,0,0
5715,1,1,0,0
5716,1,1,0,0
5717,0,0,0,0
5718,1,1,0,0
5719,3,0,0,1
5720,3,0,0,1
5721,3,0,0,1
5722,1,1,0,0
5723,3,0,0,1
5724,3,0,0,1
5725,3,0,0,1
5726,0,0,0,0
5727,0,0,0,0
5728,0,0,0,0
5729,1,1,0,0
5730,0,0,0,0
5731,1,1,0,0
5732,0,0,0,0
5733,0,0,0,0
5734,3,0,0,1
5735,2,0,1,0
5736,1,1,0,0
5737,0,0,0,0
5738,3,0,0,1
5739,0,0,0,0
5740,0,0,0,0
5741,0,0,0,0
5742,2,0,1,0
5743,3,0,0,1
5744,0,0,0,0
5745,3,0,0,1
5746,3,0,0,1
5747,0,0,0,0
5748,3,0,0,1
5749,0,0,0,0
5750,0,0,0,0
5751,1,1,0,0
5752,0,0,0,0
5753,0,0,0,0
5754,1,1,0,0
5755,1,1,0,0
5756,0,0,0,0
5757,0,0,0,0
5758,1,1,0,0
5759,1,1,0,0
5760,3,0,0,1
5761,3,0,0,1
5762,1,1,0,0
5763,1,1,0,0
5764,0,0,0,0
5765,0,0,0,0
5766,3,0,0,1
5767,0,0,0,0
5768,1,1,0,0
5769,2,0,1,0
5770,0,0,0,0
5771,2,0,1,0
5772,0,0,0,0
5773,1,1,0,0
5774,0,0,0,0
5775,0,0,0,0
5776,0,0,0,0
5777,3,0,0,1
5778,0,0,0,0
5779,3,0,0,1
5780,1,1,0,0
5781,1,1,0,0
5782,0,0,0,0
5783,0,0,0,0
5784,2,0,1,0
5785,1,1,0,0
5786,1,1,0,0
5787,1,1,0,0
5788,3,0,0,1
5789,1,1,0,0
5790,0,0,0,0
5791,2,0,1,0
5792,0,0,0,0
5793,1,1,0,0
5794,0,0,0,0
5795,3,0,0,1
5796,1,1,0,0
5797,3,0,0,1
5798,0,0,0,0
5799,1,1,0,0
5800,0,0,0,0
5801,0,0,0,0
5802,0,0,0,0
5803,3,0,0,1
5804,3,0,0,1
5805,1,1,0,0
5806,3,0,0,1
5807,3,0,0,1
5808,0,0,0,0
5809,3,0,0,1
5810,0,0,0,0
5811,0,0,0,0
5812,0,0,0,0
5813,1,1,0,0
5814,3,0,0,1
5815,0,0,0,0
5816,0,0,0,0
5817,0,0,0,0
5818,3,0,0,1
5819,1,1,0,0
5820,3,0,0,1
5821,0,0,0,0
5822,3,0,0,1
5823,1,1,0,0
5824,3,0,0,1
5825,3,0,0,1
5826,0,0,0,0
5827,0,0,0,0
5828,3,0,0,1
5829,2,0,1,0
5830,0,0,0,0
5831,1,1,0,0
5832,1,1,0,0
5833,1,1,0,0
5834,1,1,0,0
5835,0,0,0,0
5836,0,0,0,0
5837,3,0,0,1
5838,0,0,0,0
5839,3,0,0,1
5840,1,1,0,0
5841,1,1,0,0
5842,0,0,0,0
5843,0,0,0,0
5844,3,0,0,1
5845,0,0,0,0
5846,1,1,0,0
5847,0,0,0,0
5848,0,0,0,0
5849,0,0,0,0
5850,0,0,0,0
5851,1,1,0,0
5852,1,1,0,0
5853,0,0,0,0
5854,1,1,0,0
5855,0,0,0,0
5856,0,0,0,0
5857,0,0,0,0
5858,0,0,0,0
5859,2,0,1,0
5860,0,0,0,0
5861,1,1,0,0
5862,0,0,0,0
5863,0,0,0,0
5864,0,0,0,0
5865,1,1,0,0
5866,3,0,0,1
5867,1,1,0,0
5868,3,0,0,1
5869,0,0,0,0
5870,0,0,0,0
5871,2,0,1,0
5872,1,1,0,0
5873,1,1,0,0
5874,0,0,0,0
5875,0,0,0,0
5876,0,0,0,0
5877,0,0,0,0
5878,1,1,0,0
5879,3,0,0,1
5880,2,0,1,0
5881,1,1,0,0
5882,0,0,0,0
5883,0,0,0,0
5884,1,1,0,0
5885,0,0,0,0
5886,2,0,1,0
5887,0,0,0,0
5888,0,0,0,0
5889,0,0,0,0
5890,0,0,0,0
5891,3,0,0,1
5892,0,0,0,0
5893,0,0,0,0
5894,3,0,0,1
5895,0,0,0,0
5896,1,1,0,0
5897,0,0,0,0
5898,0,0,0,0
5899,1,1,0,0
5900,0,0,0,0
5901,1,1,0,0
5902,0,0,0,0
5903,0,0,0,0
5904,0,0,0,0
5905,3,0,0,1
5906,0,0,0,0
5907,3,0,0,1
5908,3,0,0,1
5909,0,0,0,0
5910,3,0,0,1
5911,0,0,0,0
5912,0,0,0,0
5913,0,0,0,0
5914,2,0,1,0
5915,0,0,0,0
5916,0,0,0,0
5917,0,0,0,0
5918,3,0,0,1
5919,1,1,0,0
5920,3,0,0,1
5921,1,1,0,0
5922,2,0,1,0
5923,0,0,0,0
5924,0,0,0,0
5925,0,0,0,0
5926,1,1,0,0
5927,0,0,0,0
5928,0,0,0,0
5929,1,1,0,0
5930,3,0,0,1
5931,1,1,0,0
5932,0,0,0,0
5933,3,0,0,1
5934,1,1,0,0
5935,0,0,0,0
5936,1,1,0,0
5937,3,0,0,1
5938,0,0,0,0
5939,3,0,0,1
5940,3,0,0,1
5941,0,0,0,0
5942,1,1,0,0
5943,2,0,1,0
5944,1,1,0,0
5945,3,0,0,1
5946,0,0,0,0
5947,0,0,0,0
5948,3,0,0,1
5949,3,0,0,1
5950,3,0,0,1
5951,3,0,0,1
5952,1,1,0,0
5953,1,1,0,0
5954,1,1,0,0
5955,3,0,0,1
5956,3,0,0,1
5957,1,1,0,0
5958,2,0,1,0
5959,0,0,0,0
5960,0,0,0,0
5961,1,1,0,0
5962,0,0,0,0
5963,3,0,0,1
5964,0,0,0,0
5965,3,0,0,1
5966,1,1,0,0
5967,0,0,0,0
5968,1,1,0,0
5969,3,0,0,1
5970,3,0,0,1
5971,0,0,0,0
5972,3,0,0,1
5973,3,0,0,1
5974,2,0,1,0
5975,0,0,0,0
5976,0,0,0,0
5977,3,0,0,1
5978,3,0,0,1
5979,3,0,0,1
5980,0,0,0,0
5981,0,0,0,0
5982,1,1,0,0
5983,1,1,0,0
5984,1,1,0,0
5985,3,0,0,1
5986,0,0,0,0
5987,3,0,0,1
5988,0,0,0,0
5989,0,0,0,0
5990,1,1,0,0
5991,0,0,0,0
5992,3,0,0,1
5993,0,0,0,0
5994,0,0,0,0
5995,0,0,0,0
5996,1,1,0,0
5997,0,0,0,0
5998,1,1,0,0
5999,1,1,0,0
6000,0,0,0,0
6001,0,0,0,0
6002,3,0,0,1
6003,0,0,0,0
6004,1,1,0,0
6005,0,0,0,0
6006,3,0,0,1
6007,1,1,0,0
6008,0,0,0,0
6009,2,0,1,0
6010,1,1,0,0
6011,0,0,0,0
6012,0,0,0,0
6013,1,1,0,0
6014,0,0,0,0
6015,0,0,0,0
6016,3,0,0,1
6017,0,0,0,0
6018,1,1,0,0
6019,0,0,0,0
6020,3,0,0,1
6021,3,0,0,1
6022,0,0,0,0
6023,0,0,0,0
6024,1,1,0,0
6025,2,0,1,0
6026,1,1,0,0
6027,0,0,0,0
6028,2,0,1,0
6029,1,1,0,0
6030,1,1,0,0
6031,0,0,0,0
6032,1,1,0,0
6033,1,1,0,0
6034,0,0,0,0
6035,3,0,0,1
6036,0,0,0,0
6037,0,0,0,0
6038,1,1,0,0
6039,0,0,0,0
6040,3,0,0,1
6041,1,1,0,0
6042,3,0,0,1
6043,0,0,0,0
6044,3,0,0,1
6045,2,0,1,0
6046,0,0,0,0
6047,0,0,0,0
6048,1,1,0,0
6049,1,1,0,0
6050,3,0,0,1
6051,0,0,0,0
6052,1,1,0,0
6053,1,1,0,0
6054,0,0,0,0
6055,0,0,0,0
6056,1,1,0,0
6057,1,1,0,0
6058,0,0,0,0
6059,1,1,0,0
6060,0,0,0,0
6061,3,0,0,1
6062,3,0,0,1
6063,0,0,0,0
6064,0,0,0,0
6065,0,0,0,0
6066,0,0,0,0
6067,1,1,0,0
6068,0,0,0,0
6069,0,0,0,0
6070,1,1,0,0
6071,0,0,0,0
6072,2,0,1,0
6073,2,0,1,0
6074,3,0,0,1
6075,0,0,0,0
6076,3,0,0,1
6077,0,0,0,0
6078,3,0,0,1
6079,0,0,0,0
6080,1,1,0,0
6081,1,1,0,0
6082,1,1,0,0
6083,3,0,0,1
6084,0,0,0,0
6085,1,1,0,0
6086,0,0,0,0
6087,1,1,0,0
6088,0,0,0,0
6089,1,1,0,0
6090,3,0,0,1
6091,0,0,0,0
6092,3,0,0,1
6093,3,0,0,1
6094,3,0,0,1
6095,3,0,0,1
6096,3,0,0,1
6097,0,0,0,0
6098,1,1,0,0
6099,0,0,0,0
6100,0,0,0,0
6101,1,1,0,0
6102,0,0,0,0
6103,3,0,0,1
6104,3,0,0,1
6105,0,0,0,0
6106,0,0,0,0
6107,1,1,0,0
6108,0,0,0,0
6109,0,0,0,0
6110,3,0,0,1
6111,3,0,0,1
6112,3,0,0,1
6113,0,0,0,0
6114,1,1,0,0
6115,1,1,0,0
6116,0,0,0,0
6117,3,0,0,1
6118,3,0,0,1
6119,1,1,0,0
6120,0,0,0,0
6121,0,0,0,0
6122,0,0,0,0
6123,0,0,0,0
6124,0,0,0,0
6125,0,0,0,0
6126,3,0,0,1
6127,0,0,0,0
6128,1,1,0,0
6129,0,0,0,0
6130,0,0,0,0
6131,0,0,0,0
6132,0,0,0,0
6133,0,0,0,0
6134,1,1,0,0
6135,1,1,0,0
6136,0,0,0,0
6137,1,1,0,0
6138,0,0,0,0
6139,0,0,0,0
6140,1,1,0,0
6141,0,0,0,0
6142,1,1,0,0
6143,3,0,0,1
6144,0,0,0,0
6145,3,0,0,1
6146,3,0,0,1
6147,1,1,0,0
6148,0,0,0,0
6149,0,0,0,0
6150,0,0,0,0
6151,1,1,0,0
6152,3,0,0,1
6153,0,0,0,0
6154,3,0,0,1
6155,3,0,0,1
6156,3,0,0,1
6157,1,1,0,0
6158,0,0,0,0
6159,3,0,0,1
6160,3,0,0,1
6161,0,0,0,0
6162,0,0,0,0
6163,1,1,0,0
6164,1,1,0,0
6165,0,0,0,0
6166,1,1,0,0
6167,1,1,0,0
6168,1,1,0,0
6169,0,0,0,0
6170,0,0,0,0
6171,3,0,0,1
6172,2,0,1,0
6173,3,0,0,1
6174,0,0,0,0
6175,1,1,0,0
6176,0,0,0,0
6177,1,1,0,0
6178,1,1,0,0
6179,0,0,0,0
6180,2,0,1,0
6181,3,0,0,1
6182,3,0,0,1
6183,0,0,0,0
6184,1,1,0,0
6185,3,0,0,1
6186,1,1,0,0
6187,0,0,0,0
6188,1,1,0,0
6189,0,0,0,0
6190,0,0,0,0
6191,0,0,0,0
6192,0,0,0,0
6193,0,0,0,0
6194,3,0,0,1
6195,2,0,1,0
6196,1,1,0,0
6197,0,0,0,0
6198,3,0,0,1
6199,1,1,0,0
6200,0,0,0,0
6201,0,0,0,0
6202,0,0,0,0
6203,1,1,0,0
6204,0,0,0,0
6205,0,0,0,0
6206,3,0,0,1
6207,0,0,0,0
6208,1,1,0,0
6209,1,1,0,0
6210,3,0,0,1
6211,0,0,0,0
6212,0,0,0,0
6213,0,0,0,0
6214,0,0,0,0
6215,0,0,0,0
6216,0,0,0,0
6217,3,0,0,1
6218,3,0,0,1
6219,3,0,0,1
6220,0,0,0,0
6221,3,0,0,1
6222,2,0,1,0
6223,0,0,0,0
6224,0,0,0,0
6225,0,0,0,0
6226,3,0,0,1
6227,3,0,0,1
6228,0,0,0,0
6229,0,0,0,0
6230,3,0,0,1
6231,3,0,0,1
6232,0,0,0,0
6233,1,1,0,0
6234,0,0,0,0
6235,1,1,0,0
6236,3,0,0,1
6237,1,1,0,0
6238,3,0,0,1
6239,3,0,0,1
6240,0,0,0,0
6241,0,0,0,0
6242,1,1,0,0
6243,2,0,1,0
6244,1,1,0,0
6245,1,1,0,0
6246,3,0,0,1
6247,0,0,0,0
6248,3,0,0,1
6249,0,0,0,0
6250,0,0,0,0
6251,3,0,0,1
6252,1,1,0,0
6253,1,1,0,0
6254,3,0,0,1
6255,0,0,0,0
6256,1,1,0,0
6257,3,0,0,1
6258,1,1,0,0
6259,0,0,0,0
6260,0,0,0,0
6261,0,0,0,0
6262,2,0,1,0
6263,3,0,0,1
6264,0,0,0,0
6265,1,1,0,0
6266,0,0,0,0
6267,1,1,0,0
6268,3,0,0,1
6269,0,0,0,0
6270,1,1,0,0
6271,0,0,0,0
6272,3,0,0,1
6273,1,1,0,0
6274,0,0,0,0
6275,0,0,0,0
6276,3,0,0,1
6277,1,1,0,0
6278,3,0,0,1
6279,0,0,0,0
6280,0,0,0,0
6281,1,1,0,0
6282,0,0,0,0
6283,1,1,0,0
6284,1,1,0,0
6285,1,1,0,0
6286,3,0,0,1
6287,3,0,0,1
6288,3,0,0,1
6289,3,0,0,1
6290,0,0,0,0
6291,0,0,0,0
6292,3,0,0,1
6293,3,0,0,1
6294,3,0,0,1
6295,1,1,0,0
6296,0,0,0,0
6297,1,1,0,0
6298,0,0,0,0
6299,1,1,0,0
6300,1,1,0,0
6301,3,0,0,1
6302,1,1,0,0
6303,0,0,0,0
6304,0,0,0,0
6305,1,1,0,0
6306,1,1,0,0
6307,2,0,1,0
6308,2,0,1,0
6309,1,1,0,0
6310,0,0,0,0
6311,3,0,0,1
6312,0,0,0,0
6313,0,0,0,0
6314,1,1,0,0
6315,3,0,0,1
6316,0,0,0,0
6317,0,0,0,0
6318,3,0,0,1
6319,0,0,0,0
6320,3,0,0,1
6321,3,0,0,1
6322,3,0,0,1
6323,0,0,0,0
6324,0,0,0,0
6325,3,0,0,1
6326,1,1,0,0
6327,0,0,0,0
6328,1,1,0,0
6329,3,0,0,1
6330,0,0,0,0
6331,3,0,0,1
6332,0,0,0,0
6333,0,0,0,0
6334,0,0,0,0
6335,2,0,1,0
6336,0,0,0,0
6337,1,1,0,0
6338,0,0,0,0
6339,3,0,0,1
6340,3,0,0,1
6341,1,1,0,0
6342,3,0,0,1
6343,0,0,0,0
6344,0,0,0,0
6345,0,0,0,0
6346,0,0,0,0
6347,1,1,0,0
6348,1,1,0,0
6349,0,0,0,0
6350,0,0,0,0
6351,3,0,0,1
6352,0,0,0,0
6353,3,0,0,1
6354,0,0,0,0
6355,2,0,1,0
6356,3,0,0,1
6357,0,0,0,0
6358,0,0,0,0
6359,1,1,0,0
6360,1,1,0,0
6361,0,0,0,0
6362,0,0,0,0
6363,3,0,0,1
6364,0,0,0,0
6365,0,0,0,0
6366,0,0,0,0
6367,0,0,0,0
6368,0,0,0,0
6369,0,0,0,0
6370,0,0,0,0
6371,0,0,0,0
6372,0,0,0,0
6373,3,0,0,1
6374,3,0,0,1
6375,0,0,0,0
6376,1,1,0,0
6377,2,0,1,0
6378,1,1,0,0
6379,0,0,0,0
6380,0,0,0,0
6381,1,1,0,0
6382,1,1,0,0
6383,2,0,1,0
6384,1,1,0,0
6385,2,0,1,0
6386,0,0,0,0
6387,0,0,0,0
6388,0,0,0,0
6389,3,0,0,1
6390,1,1,0,0
6391,0,0,0,0
6392,3,0,0,1
6393,0,0,0,0
6394,3,0,0,1
6395,3,0,0,1
6396,3,0,0,1
6397,3,0,0,1
6398,2,0,1,0
6399,1,1,0,0
6400,0,0,0,0
6401,0,0,0,0
6402,0,0,0,0
6403,0,0,0,0
6404,3,0,0,1
6405,0,0,0,0
6406,3,0,0,1
6407,0,0,0,0
6408,0,0,0,0
6409,0,0,0,0
6410,3,0,0,1
6411,1,1,0,0
6412,1,1,0,0
6413,0,0,0,0
6414,3,0,0,1
6415,0,0,0,0
6416,3,0,0,1
6417,0,0,0,0
6418,1,1,0,0
6419,3,0,0,1
6420,3,0,0,1
6421,0,0,0,0
6422,1,1,0,0
6423,0,0,0,0
6424,3,0,0,1
6425,3,0,0,1
6426,3,0,0,1
6427,3,0,0,1
6428,1,1,0,0
6429,0,0,0,0
6430,0,0,0,0
6431,0,0,0,0
6432,3,0,0,1
6433,3,0,0,1
6434,0,0,0,0
6435,0,0,0,0
6436,1,1,0,0
6437,3,0,0,1
6438,0,0,0,0
6439,0,0,0,0
6440,0,0,0,0
6441,3,0,0,1
6442,3,0,0,1
6443,1,1,0,0
6444,0,0,0,0
6445,3,0,0,1
6446,1,1,0,0
6447,0,0,0,0
6448,3,0,0,1
6449,2,0,1,0
6450,1,1,0,0
6451,3,0,0,1
6452,3,0,0,1
6453,1,1,0,0
6454,0,0,0,0
6455,3,0,0,1
6456,2,0,1,0
6457,0,0,0,0
6458,1,1,0,0
6459,0,0,0,0
6460,1,1,0,0
6461,0,0,0,0
6462,0,0,0,0
6463,3,0,0,1
6464,1,1,0,0
6465,0,0,0,0
6466,1,1,0,0
6467,1,1,0,0
6468,0,0,0,0
6469,3,0,0,1
6470,1,1,0,0
6471,1,1,0,0
6472,0,0,0,0
6473,0,0,0,0
6474,1,1,0,0
6475,1,1,0,0
6476,0,0,0,0
6477,0,0,0,0
6478,0,0,0,0
6479,1,1,0,0
6480,3,0,0,1
6481,0,0,0,0
6482,0,0,0,0
6483,1,1,0,0
6484,0,0,0,0
6485,1,1,0,0
6486,0,0,0,0
6487,3,0,0,1
6488,3,0,0,1
6489,3,0,0,1
6490,3,0,0,1
6491,3,0,0,1
6492,1,1,0,0
6493,0,0,0,0
6494,0,0,0,0
6495,1,1,0,0
6496,1,1,0,0
6497,3,0,0,1
6498,3,0,0,1
6499,0,0,0,0
6500,0,0,0,0
6501,1,1,0,0
6502,1,1,0,0
6503,3,0,0,1
6504,0,0,0,0
6505,0,0,0,0
6506,3,0,0,1
6507,0,0,0,0
6508,0,0,0,0
6509,3,0,0,1
6510,2,0,1,0
6511,0,0,0,0
6512,0,0,0,0
6513,0,0,0,0
6514,2,0,1,0
6515,3,0,0,1
6516,0,0,0,0
6517,3,0,0,1
6518,1,1,0,0
6519,3,0,0,1
6520,3,0,0,1
6521,0,0,0,0
6522,1,1,0,0
6523,3,0,0,1
6524,3,0,0,1
6525,0,0,0,0
6526,0,0,0,0
6527,0,0,0,0
6528,1,1,0,0
6529,3,0,0,1
6530,1,1,0,0
6531,1,1,0,0
6532,3,0,0,1
6533,3,0,0,1
6534,3,0,0,1
6535,1,1,0,0
6536,1,1,0,0
6537,0,0,0,0
6538,0,0,0,0
6539,0,0,0,0
6540,0,0,0,0
6541,1,1,0,0
6542,1,1,0,0
6543,0,0,0,0
6544,1,1,0,0
6545,2,0,1,0
6546,2,0,1,0
6547,1,1,0,0
6548,0,0,0,0
6549,3,0,0,1
6550,1,1,0,0
6551,1,1,0,0
6552,3,0,0,1
6553,0,0,0,0
6554,0,0,0,0
6555,3,0,0,1
6556,3,0,0,1
6557,0,0,0,0
6558,0,0,0,0
6559,0,0,0,0
6560,0,0,0,0
6561,0,0,0,0
6562,0,0,0,0
6563,1,1,0,0
6564,0,0,0,0
6565,0,0,0,0
6566,1,1,0,0
6567,3,0,0,1
6568,0,0,0,0
6569,0,0,0,0
6570,3,0,0,1
6571,1,1,0,0
6572,0,0,0,0
6573,3,0,0,1
6574,3,0,0,1
6575,0,0,0,0
6576,0,0,0,0
6577,0,0,0,0
6578,0,0,0,0
6579,3,0,0,1
6580,0,0,0,0
6581,1,1,0,0
6582,1,1,0,0
6583,1,1,0,0
6584,1,1,0,0
6585,3,0,0,1
6586,0,0,0,0
6587,0,0,0,0
6588,0,0,0,0
6589,0,0,0,0
6590,0,0,0,0
6591,3,0,0,1
6592,0,0,0,0
6593,1,1,0,0
6594,0,0,0,0
6595,1,1,0,0
6596,1,1,0,0
6597,0,0,0,0
6598,3,0,0,1
6599,3,0,0,1
6600,1,1,0,0
6601,0,0,0,0
6602,1,1,0,0
6603,1,1,0,0
6604,0,0,0,0
6605,0,0,0,0
6606,3,0,0,1
6607,1,1,0,0
6608,1,1,0,0
6609,1,1,0,0
6610,1,1,0,0
6611,1,1,0,0
6612,0,0,0,0
6613,3,0,0,1
6614,0,0,0,0
6615,0,0,0,0
6616,3,0,0,1
6617,0,0,0,0
6618,3,0,0,1
6619,1,1,0,0
6620,1,1,0,0
6621,0,0,0,0
6622,0,0,0,0
6623,0,0,0,0
6624,3,0,0,1
6625,0,0,0,0
6626,3,0,0,1
6627,3,0,0,1
6628,3,0,0,1
6629,3,0,0,1
6630,3,0,0,1
6631,3,0,0,1
6632,3,0,0,1
6633,1,1,0,0
6634,0,0,0,0
6635,0,0,0,0
6636,0,0,0,0
6637,0,0,0,0
6638,0,0,0,0
6639,0,0,0,0
6640,0,0,0,0
6641,1,1,0,0
6642,0,0,0,0
6643,1,1,0,0
6644,1,1,0,0
6645,1,1,0,0
6646,3,0,0,1
6647,3,0,0,1
6648,3,0,0,1
6649,1,1,0,0
6650,3,0,0,1
6651,3,0,0,1
6652,3,0,0,1
6653,3,0,0,1
6654,0,0,0,0
6655,1,1,0,0
6656,0,0,0,0
6657,0,0,0,0
6658,0,0,0,0
6659,1,1,0,0
6660,0,0,0,0
6661,1,1,0,0
6662,3,0,0,1
6663,3,0,0,1
6664,1,1,0,0
6665,0,0,0,0
6666,0,0,0,0
6667,1,1,0,0
6668,0,0,0,0
6669,1,1,0,0
6670,1,1,0,0
6671,0,0,0,0
6672,1,1,0,0
6673,3,0,0,1
6674,0,0,0,0
6675,3,0,0,1
6676,3,0,0,1
6677,0,0,0,0
6678,1,1,0,0
6679,1,1,0,0
6680,1,1,0,0
6681,0,0,0,0
6682,3,0,0,1
6683,0,0,0,0
6684,1,1,0,0
6685,0,0,0,0
6686,0,0,0,0
6687,3,0,0,1
6688,0,0,0,0
6689,0,0,0,0
6690,0,0,0,0
6691,1,1,0,0
6692,0,0,0,0
6693,1,1,0,0
6694,0,0,0,0
6695,1,1,0,0
6696,3,0,0,1
6697,1,1,0,0
